county,ej_variable,value
Los Angeles,Poverty (% Below Poverty Level),35.9
Los Angeles,Asthma,67.23
Los Angeles,Annual PM 2.5 Concentrations,12.03767529
Los Angeles,Cardiovascular Disease,14.65
Los Angeles,Drinking Water Contaminant Index,373.79
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,22
Los Angeles,Pollution Burden Score,7.32
Los Angeles,Annual Ozone Concentration,0.042
Los Angeles,Total Population,2521
Los Angeles,Poverty (% Below Poverty Level),63.9
Los Angeles,Asthma,52.8
Los Angeles,Annual PM 2.5 Concentrations,12.12349272
Los Angeles,Cardiovascular Disease,15.82
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0.5
Los Angeles,Pollution Burden Score,6.26
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,6750
Los Angeles,Poverty (% Below Poverty Level),45.3
Los Angeles,Asthma,34.08
Los Angeles,Annual PM 2.5 Concentrations,11.76570581
Los Angeles,Cardiovascular Disease,13.46
Los Angeles,Drinking Water Contaminant Index,685.63
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,27.6
Los Angeles,Pollution Burden Score,7.33
Los Angeles,Annual Ozone Concentration,0.058
Los Angeles,Total Population,3727
Los Angeles,Poverty (% Below Poverty Level),28.7
Los Angeles,Asthma,41.18
Los Angeles,Annual PM 2.5 Concentrations,11.91096563
Los Angeles,Cardiovascular Disease,11.45
Los Angeles,Drinking Water Contaminant Index,678.33
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,32.45
Los Angeles,Pollution Burden Score,8.38
Los Angeles,Annual Ozone Concentration,0.056
Los Angeles,Total Population,7767
Los Angeles,Poverty (% Below Poverty Level),66.9
Los Angeles,Asthma,98.17
Los Angeles,Annual PM 2.5 Concentrations,12.06489236
Los Angeles,Cardiovascular Disease,17.57
Los Angeles,Drinking Water Contaminant Index,614.88
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.14
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,5415
Los Angeles,Poverty (% Below Poverty Level),41.6
Los Angeles,Asthma,53.18
Los Angeles,Annual PM 2.5 Concentrations,12.01505311
Los Angeles,Cardiovascular Disease,15.42
Los Angeles,Drinking Water Contaminant Index,457.85
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,48.25
Los Angeles,Pollution Burden Score,6.81
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,6773
Los Angeles,Poverty (% Below Poverty Level),27.1
Los Angeles,Asthma,49.73
Los Angeles,Annual PM 2.5 Concentrations,11.96818163
Los Angeles,Cardiovascular Disease,14.64
Los Angeles,Drinking Water Contaminant Index,339.6
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,39.05
Los Angeles,Pollution Burden Score,6.89
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,5499
Los Angeles,Poverty (% Below Poverty Level),35.2
Los Angeles,Asthma,79.78
Los Angeles,Annual PM 2.5 Concentrations,11.57359089
Los Angeles,Cardiovascular Disease,13.11
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,11
Los Angeles,Pollution Burden Score,6.02
Los Angeles,Annual Ozone Concentration,0.066
Los Angeles,Total Population,4348
Los Angeles,Poverty (% Below Poverty Level),31.5
Los Angeles,Asthma,48.18
Los Angeles,Annual PM 2.5 Concentrations,12.12462656
Los Angeles,Cardiovascular Disease,14.44
Los Angeles,Drinking Water Contaminant Index,716.52
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,7.18
Los Angeles,Annual Ozone Concentration,0.05
Los Angeles,Total Population,4511
Los Angeles,Poverty (% Below Poverty Level),62.6
Los Angeles,Asthma,49.2
Los Angeles,Annual PM 2.5 Concentrations,12.44209355
Los Angeles,Cardiovascular Disease,8.28
Los Angeles,Drinking Water Contaminant Index,727.88
Los Angeles,Imparired Water Bodies,13
Los Angeles,Groundwater Threats,12.5
Los Angeles,Pollution Burden Score,7.18
Los Angeles,Annual Ozone Concentration,0.05
Los Angeles,Total Population,3519
Los Angeles,Poverty (% Below Poverty Level),48.4
Los Angeles,Asthma,71.92
Los Angeles,Annual PM 2.5 Concentrations,11.66566111
Los Angeles,Cardiovascular Disease,17.02
Los Angeles,Drinking Water Contaminant Index,365.81
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,9.25
Los Angeles,Pollution Burden Score,6.22
Los Angeles,Annual Ozone Concentration,0.061
Los Angeles,Total Population,4251
Los Angeles,Poverty (% Below Poverty Level),36.8
Los Angeles,Asthma,57.77
Los Angeles,Annual PM 2.5 Concentrations,12.0239404
Los Angeles,Cardiovascular Disease,16.64
Los Angeles,Drinking Water Contaminant Index,667.45
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,23.5
Los Angeles,Pollution Burden Score,7.16
Los Angeles,Annual Ozone Concentration,0.049
Los Angeles,Total Population,2795
Los Angeles,Poverty (% Below Poverty Level),47.5
Los Angeles,Asthma,48.64
Los Angeles,Annual PM 2.5 Concentrations,12.03327676
Los Angeles,Cardiovascular Disease,21.32
Los Angeles,Drinking Water Contaminant Index,453.88
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,14.05
Los Angeles,Pollution Burden Score,5.76
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,6938
Los Angeles,Poverty (% Below Poverty Level),47.3
Los Angeles,Asthma,45.12
Los Angeles,Annual PM 2.5 Concentrations,11.9501425
Los Angeles,Cardiovascular Disease,9.98
Los Angeles,Drinking Water Contaminant Index,906.72
Los Angeles,Imparired Water Bodies,8
Los Angeles,Groundwater Threats,46.35
Los Angeles,Pollution Burden Score,8
Los Angeles,Annual Ozone Concentration,0.058
Los Angeles,Total Population,5464
Los Angeles,Poverty (% Below Poverty Level),50
Los Angeles,Asthma,78.05
Los Angeles,Annual PM 2.5 Concentrations,12.57041626
Los Angeles,Cardiovascular Disease,15.97
Los Angeles,Drinking Water Contaminant Index,754.44
Los Angeles,Imparired Water Bodies,1
Los Angeles,Groundwater Threats,9.3
Los Angeles,Pollution Burden Score,6.46
Los Angeles,Annual Ozone Concentration,0.058
Los Angeles,Total Population,4908
Los Angeles,Poverty (% Below Poverty Level),27.4
Los Angeles,Asthma,129.15
Los Angeles,Annual PM 2.5 Concentrations,11.92245429
Los Angeles,Cardiovascular Disease,15.28
Los Angeles,Drinking Water Contaminant Index,735.5
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.98
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,4430
Los Angeles,Poverty (% Below Poverty Level),41.7
Los Angeles,Asthma,57.34
Los Angeles,Annual PM 2.5 Concentrations,12.10008748
Los Angeles,Cardiovascular Disease,17.79
Los Angeles,Drinking Water Contaminant Index,320.45
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,8.3
Los Angeles,Pollution Burden Score,6.2
Los Angeles,Annual Ozone Concentration,0.051
Los Angeles,Total Population,2033
Los Angeles,Poverty (% Below Poverty Level),51.3
Los Angeles,Asthma,36.9
Los Angeles,Annual PM 2.5 Concentrations,12.01277774
Los Angeles,Cardiovascular Disease,11.52
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0.75
Los Angeles,Pollution Burden Score,6.63
Los Angeles,Annual Ozone Concentration,0.049
Los Angeles,Total Population,4156
Los Angeles,Poverty (% Below Poverty Level),32.2
Los Angeles,Asthma,68.9
Los Angeles,Annual PM 2.5 Concentrations,12.01083645
Los Angeles,Cardiovascular Disease,12.59
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,13
Los Angeles,Pollution Burden Score,7.45
Los Angeles,Annual Ozone Concentration,0.047
Los Angeles,Total Population,5856
Los Angeles,Poverty (% Below Poverty Level),42.7
Los Angeles,Asthma,61.63
Los Angeles,Annual PM 2.5 Concentrations,11.93490195
Los Angeles,Cardiovascular Disease,17.57
Los Angeles,Drinking Water Contaminant Index,614.08
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,23.5
Los Angeles,Pollution Burden Score,6.19
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,4051
Los Angeles,Poverty (% Below Poverty Level),50.8
Los Angeles,Asthma,46.56
Los Angeles,Annual PM 2.5 Concentrations,12.00004387
Los Angeles,Cardiovascular Disease,12.06
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,4.5
Los Angeles,Pollution Burden Score,6.55
Los Angeles,Annual Ozone Concentration,0.05
Los Angeles,Total Population,3499
Los Angeles,Poverty (% Below Poverty Level),32.1
Los Angeles,Asthma,51.79
Los Angeles,Annual PM 2.5 Concentrations,12.01505311
Los Angeles,Cardiovascular Disease,14.82
Los Angeles,Drinking Water Contaminant Index,481.61
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,39.55
Los Angeles,Pollution Burden Score,7
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,5403
Los Angeles,Poverty (% Below Poverty Level),50.7
Los Angeles,Asthma,77.65
Los Angeles,Annual PM 2.5 Concentrations,11.95518491
Los Angeles,Cardiovascular Disease,19.79
Los Angeles,Drinking Water Contaminant Index,326.16
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,6.6
Los Angeles,Pollution Burden Score,5.59
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,3690
Los Angeles,Poverty (% Below Poverty Level),34.8
Los Angeles,Asthma,137.44
Los Angeles,Annual PM 2.5 Concentrations,11.95162029
Los Angeles,Cardiovascular Disease,16.12
Los Angeles,Drinking Water Contaminant Index,737.59
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.23
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,3284
Los Angeles,Poverty (% Below Poverty Level),32.7
Los Angeles,Asthma,47.95
Los Angeles,Annual PM 2.5 Concentrations,12.10966426
Los Angeles,Cardiovascular Disease,10.6
Los Angeles,Drinking Water Contaminant Index,821.08
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,19.25
Los Angeles,Pollution Burden Score,8.06
Los Angeles,Annual Ozone Concentration,0.056
Los Angeles,Total Population,4694
Los Angeles,Poverty (% Below Poverty Level),30.9
Los Angeles,Asthma,122.94
Los Angeles,Annual PM 2.5 Concentrations,12.05245233
Los Angeles,Cardiovascular Disease,17.75
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,24.5
Los Angeles,Pollution Burden Score,6.27
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,3627
Los Angeles,Poverty (% Below Poverty Level),49.7
Los Angeles,Asthma,60.39
Los Angeles,Annual PM 2.5 Concentrations,11.85390933
Los Angeles,Cardiovascular Disease,12.17
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.04
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,3840
Los Angeles,Poverty (% Below Poverty Level),50.9
Los Angeles,Asthma,49.01
Los Angeles,Annual PM 2.5 Concentrations,12.01439591
Los Angeles,Cardiovascular Disease,12.6
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,3
Los Angeles,Pollution Burden Score,5.89
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,3337
Los Angeles,Poverty (% Below Poverty Level),63.5
Los Angeles,Asthma,27.4
Los Angeles,Annual PM 2.5 Concentrations,12.12349272
Los Angeles,Cardiovascular Disease,7.6
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,4.25
Los Angeles,Pollution Burden Score,6.71
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,4313
Los Angeles,Poverty (% Below Poverty Level),38.1
Los Angeles,Asthma,53.69
Los Angeles,Annual PM 2.5 Concentrations,11.54950171
Los Angeles,Cardiovascular Disease,12.98
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,30
Los Angeles,Pollution Burden Score,7.06
Los Angeles,Annual Ozone Concentration,0.058
Los Angeles,Total Population,2988
Los Angeles,Poverty (% Below Poverty Level),49
Los Angeles,Asthma,47.83
Los Angeles,Annual PM 2.5 Concentrations,11.51474422
Los Angeles,Cardiovascular Disease,11.77
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,16
Los Angeles,Pollution Burden Score,6.64
Los Angeles,Annual Ozone Concentration,0.059
Los Angeles,Total Population,2833
Los Angeles,Poverty (% Below Poverty Level),56.1
Los Angeles,Asthma,48.36
Los Angeles,Annual PM 2.5 Concentrations,12.10569353
Los Angeles,Cardiovascular Disease,15.22
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.27
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,4625
Los Angeles,Poverty (% Below Poverty Level),54.7
Los Angeles,Asthma,76.93
Los Angeles,Annual PM 2.5 Concentrations,11.74227149
Los Angeles,Cardiovascular Disease,17.36
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.62
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,1394
Los Angeles,Poverty (% Below Poverty Level),27.1
Los Angeles,Asthma,48.55
Los Angeles,Annual PM 2.5 Concentrations,11.70431647
Los Angeles,Cardiovascular Disease,10.81
Los Angeles,Drinking Water Contaminant Index,737.77
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,61
Los Angeles,Pollution Burden Score,9.31
Los Angeles,Annual Ozone Concentration,0.06
Los Angeles,Total Population,2469
Los Angeles,Poverty (% Below Poverty Level),56.7
Los Angeles,Asthma,54.24
Los Angeles,Annual PM 2.5 Concentrations,12.1093104
Los Angeles,Cardiovascular Disease,14.33
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,3.5
Los Angeles,Pollution Burden Score,6.19
Los Angeles,Annual Ozone Concentration,0.047
Los Angeles,Total Population,3394
Los Angeles,Poverty (% Below Poverty Level),19.5
Los Angeles,Asthma,58.82
Los Angeles,Annual PM 2.5 Concentrations,12.05567624
Los Angeles,Cardiovascular Disease,14.99
Los Angeles,Drinking Water Contaminant Index,612.67
Los Angeles,Imparired Water Bodies,16
Los Angeles,Groundwater Threats,42.6
Los Angeles,Pollution Burden Score,8.64
Los Angeles,Annual Ozone Concentration,0.041
Los Angeles,Total Population,3873
Los Angeles,Poverty (% Below Poverty Level),59.6
Los Angeles,Asthma,56.78
Los Angeles,Annual PM 2.5 Concentrations,12.08514397
Los Angeles,Cardiovascular Disease,14.58
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,6
Los Angeles,Pollution Burden Score,6
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,3942
Los Angeles,Poverty (% Below Poverty Level),58.8
Los Angeles,Asthma,54.24
Los Angeles,Annual PM 2.5 Concentrations,12.08158891
Los Angeles,Cardiovascular Disease,14.33
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,6.5
Los Angeles,Pollution Burden Score,5.94
Los Angeles,Annual Ozone Concentration,0.047
Los Angeles,Total Population,4072
Los Angeles,Poverty (% Below Poverty Level),66.5
Los Angeles,Asthma,67.4
Los Angeles,Annual PM 2.5 Concentrations,12.41048715
Los Angeles,Cardiovascular Disease,14.43
Los Angeles,Drinking Water Contaminant Index,488.79
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,0.3
Los Angeles,Pollution Burden Score,6.11
Los Angeles,Annual Ozone Concentration,0.049
Los Angeles,Total Population,5411
Los Angeles,Poverty (% Below Poverty Level),52.9
Los Angeles,Asthma,44.91
Los Angeles,Annual PM 2.5 Concentrations,12.05649412
Los Angeles,Cardiovascular Disease,15.96
Los Angeles,Drinking Water Contaminant Index,752.62
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,2.5
Los Angeles,Pollution Burden Score,5.58
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,2912
Los Angeles,Poverty (% Below Poverty Level),55
Los Angeles,Asthma,63.43
Los Angeles,Annual PM 2.5 Concentrations,11.66422752
Los Angeles,Cardiovascular Disease,19.24
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,3
Los Angeles,Pollution Burden Score,5.84
Los Angeles,Annual Ozone Concentration,0.061
Los Angeles,Total Population,3754
Los Angeles,Poverty (% Below Poverty Level),21.6
Los Angeles,Asthma,80.2
Los Angeles,Annual PM 2.5 Concentrations,12.28930733
Los Angeles,Cardiovascular Disease,14.57
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,2
Los Angeles,Groundwater Threats,8.75
Los Angeles,Pollution Burden Score,7.76
Los Angeles,Annual Ozone Concentration,0.065
Los Angeles,Total Population,5079
Los Angeles,Poverty (% Below Poverty Level),54.3
Los Angeles,Asthma,50.63
